ImageId,EncodedPixels
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,3020 6 3274 9 3529 11 3785 12 4040 13 4296 14 4552 14 4808 14 5064 14 5320 14 5576 14 5833 12 6089 12 6346 11 6602 10 6859 8 7117 5
38f5cfb55fc8b048e82a5c895b25fefae7a70c71ab9990c535d1030637bf6a1f,36324 4 36578 8 36833 10 37088 12 37343 14 37599 14 37854 15 38110 15 38366 15 38622 15 38878 15 39134 15 39390 15 39646 14 39903 13 40159 13 40416 11 40672 10 40929 8
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,315670 6 316189 9 316707 13 317226 15 317745 18 318264 20 318784 20 319303 22 319822 24 320342 24 320861 26 321381 27 321900 28 322420 29 322939 30 323458 32 323978 32 324498 32 325018 32 325538 32 326058 32 326579 31 327099 32 327619 32 328139 32 328660 31 329180 31 329700 31 330221 30 330741 30 331261 30 331781 30 332302 29 332822 29 333342 29 333862 29 334382 29 334902 28 335422 28 335942 28 336462 28 336982 28 337502 28 338022 28 338541 29 339061 28 339581 28 340101 28 340621 28 341140 29 341660 29 342180 28 342700 28 343219 28 343740 27 344260 26 344780 26 345300 26 345821 25 346341 24 346861 24 347382 22 347903 20 348424 18 348944 17 349466 14 349988 11 350511 5
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,55190 5 55708 9 56226 14 56745 16 57264 19 57783 22 58302 23 58821 25 59341 26 59861 28 60380 30 60900 31 61419 34 61939 37 62459 40 62978 44 63498 46 64018 47 64538 48 65058 50 65577 52 66097 53 66617 53 67138 53 67658 54 68178 55 68698 56 69218 56 69739 56 70259 56 70779 25 70805 30 71299 21 71328 28 71819 19 71849 27 72340 17 72370 26 72861 16 72892 24 73381 16 73413 24 73902 15 73934 23 74422 15 74454 23 74943 14 74975 23 75463 14 75495 23 75983 14 76015 23 76504 14 76535 23 77024 14 77055 23 77545 13 77576 22 78065 13 78095 23 78586 13 78615 23 79107 12 79135 23 79627 13 79655 23 80148 13 80174 24 80669 13 80694 24 81190 12 81213 25 81711 13 81733 25 82232 15 82251 26 82753 44 83274 43 83800 37 84323 33 84845 31 85366 30 85887 28 86409 26 86932 22 87453 21 87974 19 88496 16 89017 14 89538 11 90060 5
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,243476 7 243992 18 244509 22 245028 25 245547 27 246065 30 246582 33 247098 38 247615 41 248132 45 248650 47 249167 51 249685 53 250203 55 250722 56 251241 57 251760 58 252279 59 252798 60 253317 61 253836 62 254356 28 254385 33 254874 25 254907 31 255393 25 255429 28 255912 26 255950 27 256431 26 256469 27 256950 27 256989 27 257469 27 257509 26 257989 27 258029 26 258508 27 258549 25 259028 28 259068 26 259547 30 259586 27 260067 30 260105 28 260587 31 260623 29 261106 33 261142 29 261626 34 261661 30 262146 64 262665 65 263185 64 263705 62 264225 62 264745 61 265266 59 265786 57 266307 55 266827 54 267348 39 267394 4 267869 33 268390 29 268911 25 269432 23 269953 20 270475 15
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,70804 1 71320 8 71838 11 72357 13 72877 15 73397 16 73917 17 74437 17 74957 18 75477 18 75997 18 76518 17 77038 17 77558 18 78078 17 78599 16 79119 16 79640 15 80161 13 80682 12 81202 11 81724 9 82247 4
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,254384 1 254899 8 255418 11 255938 12 256457 12 256977 12 257496 13 258016 13 258535 14 259056 12 259577 9 260097 8 260618 5 261139 3 261660 1
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,192609 6 193125 13 193644 16 194163 18 194681 21 195200 22 195719 24 196238 26 196284 7 196757 27 196802 10 197277 28 197321 12 197796 30 197840 14 198316 30 198358 17 198835 33 198877 19 199354 35 199395 22 199874 35 199915 22 200394 36 200433 24 200914 36 200951 27 201433 65 201953 65 202473 66 202993 66 203513 33 203551 28 204033 32 204071 28 204554 31 204591 29 205074 29 205111 29 205594 28 205631 28 206114 27 206151 28 206634 26 206671 28 207154 25 207191 27 207674 23 207712 26 208195 21 208231 27 208716 9 208728 5 208751 27 209237 7 209271 27 209758 4 209791 26 210311 26 210831 26 211350 27 211870 26 212389 27 212909 26 213429 26 213948 26 214468 26 214987 26 215507 26 216026 26 216546 26 217065 26 217585 25 218105 24 218625 23 219144 24 219664 23 220184 23 220704 22 221223 22 221743 22 222263 22 222782 22 223302 22 223821 22 224341 21 224860 22 225380 22 225900 21 226419 22 226939 22 227458 22 227978 22 228498 22 229017 22 229503 10 229537 22 230021 14 230056 22 230540 16 230576 22 231059 19 231096 21 231578 21 231615 22 232097 24 232135 22 232616 27 232655 22 233135 29 233174 22 233654 31 233692 24 234174 61 234694 61 235213 60 235732 61 236252 60 236772 59 237293 57 237813 55 238334 53 238858 49 239381 40 239902 36 240423 33 240944 32 241464 31 241985 30 242505 29 243025 28 243544 29 244064 29 244584 28 245104 28 245624 28 246144 27 246663 28 247183 27 247703 27 248222 27 248742 27 249261 28 249780 29 250299 29 250817 31 251336 31 251856 31 252375 31 252894 32 253414 31 253934 31 254455 29 254975 29 255495 29 256015 28 256536 27 257056 25 257577 23 258097 22 258618 21 259139 19 259661 15 260187 5
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,220794 4 221311 11 221829 15 222349 16 222868 17 223387 19 223906 20 224426 20 224945 22 225465 22 225985 23 226504 24 227024 25 227543 26 228063 26 228583 26 229103 26 229622 28 230142 28 230662 28 231182 28 231702 28 232222 28 232742 28 233263 27 233783 27 234303 27 234823 27 235343 27 235863 27 236383 27 236903 26 237423 26 237943 26 238463 26 238983 26 239503 26 240023 26 240542 27 241062 26 241582 26 242101 27 242621 27 243141 27 243661 27 244180 27 244700 27 245220 27 245739 28 246259 27 246779 27 247299 27 247818 28 248338 28 248858 28 249378 27 249898 27 250418 27 250937 28 251456 28 251976 27 252495 28 253015 27 253534 28 254053 28 254572 29 255091 30 255611 29 256130 29 256649 30 257168 30 257688 29 258207 29 258726 29 259246 28 259765 28 260284 28 260803 28 261322 28 261841 29 262360 29 262879 29 263398 30 263918 29 264437 29 264956 30 265475 31 265994 31 266513 32 267032 33 267551 34 268070 34 268590 34 269108 35 269626 37 270145 37 270663 39 271181 41 271699 42 272218 43 272736 45 273255 45 273775 44 274294 44 274813 44 275332 45 275851 45 276370 46 276890 45 277410 44 277929 45 278449 44 278969 43 279488 44 280008 43 280528 42 281048 41 281568 41 282088 40 282608 39 283128 38 283647 38 284167 38 284687 37 285207 36 285727 35 286247 34 286767 33 287287 32 287807 32 288328 30 288848 30 289368 29 289888 29 290408 29 290928 29 291448 29 291968 28 292488 28 293008 29 293528 29 294048 29 294568 30 295088 30 295608 31 295648 4 296128 31 296166 7 296648 32 296685 10 297168 48 297688 48 298207 50 298727 50 299247 51 299768 51 300288 51 300808 52 301328 52 301847 53 302367 53 302887 53 303407 53 303927 53 304447 53 304967 54 305487 54 306008 53 306528 53 307048 53 307567 53 308087 53 308607 53 309127 52 309647 52 310167 51 310687 51 311208 50 311728 49 312248 49 312768 48 313288 47 313808 46 314329 44 314849 44 315369 43 315890 41 316410 40 316931 38 317452 36 317973 34 318493 32 319014 30 319534 28 320055 26 320576 24 321096 23 321618 18 322140 13 322662 9
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,826 5 1330 28 1839 40 2357 42 2876 43 3394 45 3914 45 4433 46 4952 46 5471 47 5990 48 6509 49 7029 49 7548 49 8067 50 8586 50 9106 50 9625 50 10145 49 10665 49 11184 49 11704 49 12223 49 12743 49 13263 48 13782 48 14302 47 14822 46 15341 47 15861 46 16381 45 16901 44 17421 43 17941 42 18461 41 18981 40 19501 38 20021 37 20541 35 21061 34 21582 32 22102 30 22623 27 23144 23 23666 19 24187 16 24709 12 25231 6
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,287939 3 288455 10 288972 19 289491 23 290009 27 290529 29 291048 32 291567 35 291617 5 292087 37 292134 13 292606 62 293125 65 293645 66 294164 67 294684 68 295204 69 295723 70 296243 71 296763 71 297282 73 297802 73 298322 73 298842 74 299362 74 299882 74 300402 75 300922 75 301442 75 301962 75 302482 75 303002 38 303042 35 303522 29 303564 33 304043 25 304085 32 304563 26 304606 31 305084 25 305126 31 305605 24 305646 32 306126 23 306166 32 306646 23 306686 32 307167 22 307206 32 307688 21 307726 32 308208 21 308246 31 308729 20 308766 31 309250 19 309286 30 309771 17 309806 30 310293 12 310326 30 310817 1 310845 31 311365 30 311884 31 312404 31 312925 30 313445 29 313966 27 314487 25 315007 24 315528 22 316049 19 316574 13 317099 5
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,152780 2 153292 15 153808 21 154326 24 154846 25 155365 26 155884 28 156403 30 156922 31 157442 32 157961 33 158481 34 159000 35 159519 37 160038 38 160558 38 161077 39 161597 39 162116 40 162636 40 163156 40 163676 40 164196 41 164717 40 165238 39 165758 39 166277 39 166797 39 167317 38 167837 38 168356 39 168877 37 169398 36 169918 35 170439 34 170959 33 171479 33 171999 32 172519 32 173039 31 173560 29 174080 28 174601 27 175121 26 175642 25 176163 23 176684 21 177205 19 177726 16 178248 12 178770 6
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,164259 10 164777 15 165296 17 165815 19 166335 20 166854 21 167374 22 167894 22 168414 22 168933 24 169453 24 169973 24 170493 24 171013 25 171533 25 172053 24 172573 24 173093 24 173613 24 174133 24 174653 24 175173 24 175693 24 176213 24 176733 24 177252 25 177772 24 178292 24 178811 25 179331 24 179851 24 180370 24 180890 24 181409 24 181929 24 182448 25 182968 24 183488 24 184008 23 184528 22 185048 21 185568 20 186089 18 186610 16 187132 12 187654 9 188176 5
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,314549 2 315064 10 315582 13 316101 16 316620 18 317138 22 317657 24 318175 26 318695 27 319215 28 319735 28 320254 30 320774 30 321294 30 321814 31 322334 31 322854 31 323374 32 323893 33 324413 33 324933 33 325453 32 325973 32 326493 32 327012 33 327532 33 328052 33 328572 33 329092 33 329612 33 330132 32 330652 32 331172 31 331692 31 332212 30 332733 29 333254 27 333774 26 334295 25 334816 24 335337 22 335858 20 336380 16 336905 6
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,18186 2 18704 5 19222 9 19741 12 20260 14 20778 18 21298 19 21817 20 22336 21 22856 21 23375 22 23894 23 24413 24 24933 24 25452 25 25972 25 26491 26 27011 26 27531 26 28051 25 28571 25 29090 25 29610 25 30130 24 30650 24 31170 23 31690 23 32210 23 32730 22 33250 22 33770 22 34290 22 34810 22 35330 21 35850 21 36370 20 36890 20 37410 19 37930 18 38450 18 38971 17 39492 15 40013 13 40534 11 41055 9 41577 6
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,102426 1 102945 4 103463 7 103982 9 104502 10 105021 12 105540 13 106060 14 106579 15 107099 15 107618 16 108138 16 108657 17 109177 17 109696 17 110216 17 110735 18 111255 18 111774 18 112294 18 112814 18 113334 18 113854 18 114374 18 114894 18 115414 18 115934 17 116454 17 116973 18 117493 17 118014 16 118534 16 119054 16 119574 16 120095 15 120615 14 121136 13 121656 13 122177 11 122697 11 123218 9 123739 7 124262 1
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,154425 5 154945 8 155463 12 155982 14 156502 15 157021 17 157541 17 158061 17 158580 18 159100 18 159620 18 160139 19 160659 19 161179 19 161699 19 162219 19 162738 20 163259 18 163779 18 164299 18 164819 17 165339 17 165859 16 166379 16 166899 15 167419 15 167939 15 168459 14 168979 14 169499 14 170020 13 170540 13 171060 13 171580 13 172100 13 172620 13 173140 13 173660 13 174180 13 174700 13 175220 14 175740 14 176260 14 176781 13 177301 13 177821 13 178340 14 178860 14 179380 14 179900 14 180420 14 180940 14 181460 15 181981 14 182501 14 183021 14 183540 14 184060 14 184580 14 185100 14 185620 14 186140 13 186661 12 187181 12 187701 12 188221 12 188742 10 189262 10 189782 9 190303 6 190825 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,12459 1 12977 3 13496 4 14015 5 14534 6 15053 7 15572 7 16091 7 16610 8 17129 9 17647 11 18167 10 18685 11 19204 12 19723 12 20242 12 20761 12 21280 12 21799 12 22318 13 22837 12 23356 12 23876 11 24395 11 24914 11 25433 11 25952 11 26471 11 26990 11 27509 11 28028 11 28547 10 29066 10 29585 10 30104 9 30623 9 31142 8 31661 8 32180 8 32699 9 33218 9 33737 9 34256 10 34775 10 35294 11 35813 11 36332 12 36851 12 37370 12 37889 12 38408 12 38927 12 39446 11 39965 11 40484 10 41003 10 41522 9 42041 7 42560 6 43080 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,18166 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,522 9 1040 11 1559 10 2078 9 2597 8 3117 5 3636 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,21318 2 21834 10 22351 15 22870 16 23389 17 23908 18 24427 19 24946 20 25464 22 25983 23 26501 24 27019 25 27537 27 28055 26 28573 27 29092 27 29610 27 30129 26 30647 27 31166 26 31685 26 32204 25 32723 24 33242 22 33761 21 34281 20 34800 19 35319 18 35838 18 36357 18 36877 17 37396 17 37916 17 38435 17 38955 16 39474 18 39994 17 40513 18 41031 19 41550 20 42068 21 42586 22 43103 24 43622 25 44140 26 44659 26 45177 27 45695 29 46214 29 46732 31 47251 31 47770 32 48289 33 48807 33 49326 34 49844 35 50360 37 50876 40 51394 40 51912 41 52430 40 52946 41 53461 40 53979 34 54497 32 55016 30 55535 28 56054 26 56573 24 57092 22 57611 19 58130 19 58649 18 59168 18 59687 19 60206 19 60725 19 61244 19 61763 20 62282 20 62801 21 63320 21 63839 22 64359 22 64878 23 65398 23 65918 22 66437 22 66957 21 67477 20 67995 21 68515 20 69034 20 69553 20 70073 18 70591 20 71112 18 71631 19 72151 18 72670 18 73190 17 73709 17 74227 18 74744 20 75262 20 75779 21 76296 22 76815 21 77334 7 77344 9 77853 5 78372 4 78891 1 79410 1 79929 2 80448 2 80967 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,63365 1 63880 10 64397 14 64915 16 65434 17 65954 16 66473 17 66993 16 67512 16 68032 15 68551 16 69071 15 69590 16 70109 17 70628 17 71147 17 71666 17 72184 19 72703 19 73222 19 73741 19 74261 18 74780 18 75299 19 75818 20 76337 19 76856 19 77375 18 77895 13 78414 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,81 14 112 11 576 44 625 22 1094 73 1614 72 2140 66 2665 60 3185 58 3705 57 4225 56 4744 56 5264 55 5783 54 6302 53 6822 52 7341 33 7382 10 7861 31 7909 1 8380 31 8899 31 9419 30 9937 32 10458 30 10977 31 11497 32 12016 34 12536 33 13056 33 13576 31 14095 31 14615 31 15134 30 15654 30 16173 30 16692 30 17212 29 17731 29 18251 29 18770 29 19290 28 19809 30 20328 31 20848 31 21367 33 21886 34 22405 36 22923 39 23441 44 23958 48 24476 52 24994 57 25512 59 26030 24 26064 28 26549 21 26587 25 27068 19 27107 25 27587 19 27627 26 28106 19 28148 24 28625 19 28668 23 29144 19 29188 23 29663 19 29707 23 30182 19 30227 23 30702 18 30746 23 31221 18 31266 22 31740 17 31785 23 32260 16 32305 23 32779 15 32825 23 33299 13 33345 23 33819 7 33865 23 34386 22 34906 22 35427 21 35947 20 36467 21 36987 20 37507 20 38026 21 38546 20 39066 20 39585 21 40104 21 40624 20 41143 20 41662 20 42182 20 42700 20 43220 19 43738 20 44258 18 44777 17 45297 14 45817 12 46339 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,56132 7 56648 13 57166 17 57685 21 58204 22 58722 25 59240 28 59759 30 60279 31 60798 32 61318 32 61837 33 62357 33 62878 31 63397 31 63917 31 64438 29 64957 30 65477 30 65997 28 66517 28 67037 27 67556 27 68076 27 68595 26 69114 26 69633 26 70152 25 70671 25 71190 24 71709 23 72228 22 72746 22 73265 21 73782 21 74300 20 74818 17 75336 14 75853 14 76371 13 76888 14 77405 15 77922 16 78439 18 78957 18 79474 20 79992 20 80510 20 81028 20 81548 17 82069 14 82590 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,95 17 620 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,34880 6 35396 12 35915 14 36434 15 36952 17 37471 18 37990 18 38509 18 39028 19 39546 20 40065 20 40584 20 41102 21 41620 22 42138 23 42655 25 43174 25 43692 26 44211 25 44731 24 45250 23 45771 20 46291 18 46812 15 47336 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,68642 7 69158 13 69676 16 70194 18 70713 19 71232 21 71752 21 72271 21 72791 21 73310 23 73830 22 74349 23 74869 22 75388 23 75908 24 76427 25 76947 26 77466 28 77985 28 78505 28 79024 28 79543 29 80062 29 80581 29 81101 27 81622 24 82142 21 82661 18 83188 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,6394 15 6910 19 7428 21 7947 21 8465 22 8984 22 9503 21 10022 21 10541 21 11060 21 11578 22 12097 21 12616 21 13135 21 13654 21 14173 20 14692 21 15212 20 15731 20 16252 19 16772 18 17292 18 17811 18 18332 16 18852 15 19372 14 19893 12 20414 9 20936 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,30819 12 31333 20 31838 36 32355 39 32873 41 33392 41 33912 41 34431 41 34952 6 34965 26 35485 26 36006 24 36525 24 37045 23 37565 22 38084 23 38604 21 39123 22 39643 21 40162 21 40681 21 41200 22 41719 22 42238 22 42757 22 43276 22 43795 22 44314 22 44833 22 45351 23 45869 23 46387 24 46905 24 47423 24 47940 24 48458 24 48976 24 49494 24 50013 24 50531 24 51049 25 51567 26 52086 26 52604 27 53123 26 53642 26 54161 26 54679 27 55199 25 55718 24 56237 24 56757 21 57278 18 57801 12 58325 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,712 10 1229 15 1746 18 2264 19 2783 19 3302 18 3822 16 4341 16 4860 15 5381 12 5903 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,247 13 762 18 1259 6 1279 20 1777 9 1796 22 2295 11 2313 23 2816 8 2834 21 3337 6 3352 21 3858 4 3870 22 4377 33 4896 32 5415 31 5933 32 6452 31 6970 32 7488 33 8005 35 8521 38 9037 41 9555 42 10072 31 10108 9 10591 30 10633 3 11109 28 11153 5 11628 27 11671 6 12147 26 12190 7 12665 24 12709 7 13184 24 13228 8 13703 24 13747 8 14222 24 14265 9 14741 24 14784 10 15260 24 15303 9 15779 24 15823 8 16298 24 16817 24 17337 24 17856 24 18375 24 18895 23 19415 22 19934 22 20454 19 20975 16 21497 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,57327 10 57843 17 58361 20 58880 20 59399 21 59918 22 60437 23 60957 22 61476 23 61995 23 62514 23 63034 24 63552 25 64072 24 64592 24 65112 23 65632 23 66151 23 66672 22 67192 23 67712 23 68233 23 68753 23 69273 23 69793 23 70312 24 70832 23 71351 22 71871 22 72390 21 72910 19 73431 17 73952 13 74474 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,36064 10 36579 15 37095 20 37613 22 38131 24 38650 25 39169 26 39689 25 40209 25 40729 25 41249 25 41768 25 42288 26 42808 25 43327 26 43848 25 44368 24 44888 24 45407 25 45928 24 46447 25 46967 24 47487 24 48007 23 48528 22 49048 20 49570 16 50093 11 50616 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,51655 1 52173 6 52692 8 53210 11 53727 15 54245 17 54764 18 55282 20 55801 21 56321 22 56840 22 57360 22 57880 22 58399 22 58920 21 59439 22 59959 22 60479 22 60999 22 61519 23 62039 22 62559 21 63079 21 63599 20 64118 21 64638 20 65158 20 65677 20 66196 19 66715 19 67235 18 67755 16 68275 14 68797 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,13795 8 14311 13 14829 15 15347 16 15867 16 16387 15 16906 16 17425 16 17944 16 18464 16 18982 17 19481 36 19994 42 20512 42 21030 39 21549 32 22068 31 22588 30 23107 30 23628 28 24148 27 24668 27 25189 25 25709 25 26229 24 26749 24 27269 24 27788 24 28308 23 28827 24 29346 25 29866 24 30385 26 30905 25 31425 24 31945 23 32464 24 32984 23 33504 22 34024 22 34544 21 35063 22 35583 21 36102 21 36621 21 37140 22 37659 22 38178 22 38697 22 39217 21 39736 22 40256 21 40777 21 41298 20 41819 19 42341 17 42861 18 43380 19 43899 21 44419 20 44938 21 45457 21 45977 20 46496 21 47015 21 47535 21 48054 22 48573 22 49093 22 49613 22 50132 22 50652 21 51172 22 51691 22 52211 21 52731 21 53249 22 53770 20 54289 20 54808 20 55328 20 55847 20 56366 20 56886 19 57405 19 57925 19 58445 17 58965 16 59484 16 60004 14 60525 12 61044 11 61567 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,1851 6 2368 8 2886 9 3405 8 3924 7 4446 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,70384 7 70900 11 71416 14 71933 17 72451 18 72970 19 73489 19 74008 20 74527 20 75046 21 75565 21 76084 22 76603 22 77122 23 77641 23 78160 23 78679 23 79198 22 79719 18 80242 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,325 28 842 32 1360 34 1878 35 2396 36 2915 37 3434 36 3952 38 4470 39 4989 39 5506 41 6025 41 6544 41 7062 42 7583 40 8103 39 8626 35 9160 20 9680 19 10199 19 10718 19 11236 20 11755 20 12273 21 12792 20 13310 21 13829 20 14347 20 14866 19 15385 19 15904 18 16423 18 16942 17 17461 17 17980 16 18499 15 19019 13 19539 11 20061 5
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,59005 8 59521 14 60039 16 60556 18 61075 18 61593 20 62111 21 62630 21 63149 22 63667 22 64186 23 64705 23 65224 23 65743 24 66261 25 66780 25 67298 27 67817 27 68336 27 68855 27 69375 26 69895 26 70415 25 70935 24 71455 23 71974 23 72493 23 73012 23 73532 22 74051 22 74570 23 75089 23 75608 23 76128 22 76646 23 77166 23 77685 23 78203 24 78723 23 79241 24 79760 24 80279 24 80797 25 81316 25 81835 24 82355 21 82875 18 83399 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,33610 3 34124 8 34640 11 35154 16 35669 21 36186 22 36703 23 37221 23 37739 23 38257 24 38776 23 39295 23 39814 23 40333 23 40852 23 41371 23 41890 23 42409 23 42928 23 43447 24 43966 24 44485 24 45004 25 45523 25 46042 25 46561 25 47080 26 47600 25 48118 26 48638 26 49157 26 49676 26 50195 26 50714 26 51234 26 51754 25 52273 25 52793 24 53313 22 53833 22 54352 22 54872 21 55393 20 55912 19 56433 18 56953 16 57473 15 57993 14 58514 12 59034 11 59554 9 60075 7 60595 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,1943 3 2460 6 2978 7 3497 7 4016 6 4535 6 5054 6 5573 7 6091 8 6609 9 7127 11 7646 13 8164 15 8682 19 9201 24 9719 30 10237 33 10756 33 11275 34 11794 34 12313 34 12833 33 13353 30 13873 27 14392 26 14911 25 15430 24 15949 24 16468 23 16986 24 17505 24 18024 24 18543 25 19061 26 19580 25 20099 26 20617 26 21136 26 21655 26 22173 27 22692 27 23211 27 23730 27 24249 27 24768 27 25287 27 25806 26 26326 25 26847 22 27367 21 27889 21 28411 21 28935 17 29462 8 29981 5 30500 5 31019 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,44032 4 44547 11 45064 15 45582 17 46100 19 46618 21 47138 20 47657 21 48176 21 48696 21 49216 20 49736 20 50257 19 50776 20 51296 20 51815 21 52334 22 52852 23 53370 23 53888 23 54405 24 54923 24 55441 25 55959 25 56476 27 56994 28 57512 29 58030 30 58548 31 59066 32 59585 33 60104 33 60623 34 61144 32 61666 30 62189 26 62709 25 63227 26 63745 26 64263 26 64782 26 65300 26 65818 26 66336 26 66855 25 67373 25 67892 24 68411 22 68930 20 69450 18 69970 16 70490 14 71010 13 71530 11 72048 12 72567 13 73085 14 73604 16 74123 14 74642 14 75162 11
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,944 8 1463 7 1982 6
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,76233 11 76749 16 77266 20 77783 24 78301 26 78819 29 79338 29 79857 29 80376 29 80895 29 81415 28 81936 26 82459 21 82981 17 83508 3
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,4617 10 5133 16 5650 20 6167 23 6685 24 7204 25 7722 26 8242 26 8761 26 9280 26 9800 26 10319 26 10839 26 11358 26 11877 27 12397 27 12916 27 13436 26 13955 27 14474 27 14994 26 15513 26 16033 26 16552 26 17071 26 17590 26 18109 25 18630 23 19149 23 19669 22 20188 22 20707 21 21227 19 21746 17 22264 15 22781 15 23299 14 23816 15 24333 16 24850 18 25367 20 25886 21 26404 22 26923 23 27442 23 27961 25 28481 24 29000 24 29520 23 30040 22 30560 22 31079 22 31599 21 32118 22 32637 22 33157 22 33676 23 34195 23 34715 22 35233 24 35753 23 36272 22 36791 22 37309 23 37828 23 38347 23 38866 22 39385 21 39903 21 40421 22 40940 21 41459 20 41978 19 42498 16 43019 12
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,47717 6 48232 13 48748 18 49265 21 49782 24 50297 29 50815 30 51332 33 51850 34 52368 35 52887 35 53407 33 53928 32 54449 30 54970 27 55491 26 56010 25 56529 25 57047 26 57566 25 58084 26 58602 25 59121 24 59639 24 60157 24 60675 24 61193 23 61711 24 62229 24 62748 23 63267 22 63785 22 64304 21 64823 20 65342 20 65861 19 66380 17 66901 13 67422 9
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,1016 14 1534 14 2052 15 2570 15 3089 14 3609 12 4129 10 4651 4
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,74202 5 74720 7 75237 10 75755 11 76274 12 76793 12 77311 13 77830 13 78349 13 78868 13 79387 13 79906 13 80426 11 80945 10 81464 10 81984 6
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,14081 2 14337 4 14593 5 14849 6 15105 7 15361 8 15617 8 15873 8 16129 9 16385 9 16641 8 16897 8 17153 8 17409 8 17665 8 17921 7 18177 6 18433 6 18689 6 18945 6 19201 6 19457 6 19713 6 19969 6 20225 6 20481 6 20737 6 20993 5 21249 5 21505 5 21761 4 22017 4 22273 4 22530 3 22786 3 23042 2 23051 5 23298 1 23305 8 23554 3 23559 11 23810 16 24066 17 24323 16 24579 16 24834 17 25090 16 25346 16 25602 16 25858 15 26114 14 26370 14 26626 13 26882 11 27138 9
